av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,class,sum_punct
3.76,8,1,2,7,6,21,333,5.71,15.86,40,25,15,5,12,14,23,1,3,13.55,15.08,19.71,18.4,0.44,0.11,0.19,0.82,1.36,0.69,0.13,0.02,0.16,165,0.5,6.39,9.04,0.88,191.98,0.86,0.5,0.86,26.69,3.65,0.21,0.17,0.14,0.06,0.21,0.03,0.07,0.07,0.05,3.0,0.53,0.69,12,4,12,0,5,4,15,11,5,5,2,0,0,2,0,0,5,2
4.2,6,2,2,0,5,10,190,4.4,19.0,14,11,3,5,12,8,11,2,0,16.44,15.11,18.42,19.89,0.38,0.19,0.13,0.37,0.27,0.58,0.03,0.04,0.34,73,0.38,3.74,5.3,0.82,277.86,0.73,0.38,0.53,4.27,1.46,0.11,0.09,0.14,0.06,0.19,0.03,0.26,0.05,0.05,4.25,0.47,0.67,3,3,1,0,4,9,2,9,0,0,5,0,0,0,0,0,6,0
4.0,6,3,1,0,3,7,184,14.86,26.29,11,8,3,3,16,10,4,1,0,24.0,24.06,29.39,28.67,0.3,0.15,0.11,0.24,0.11,0.61,0.11,0.01,0.27,83,0.45,4.33,6.12,0.85,279.76,0.77,0.45,0.89,7.11,1.89,0.15,0.1,0.11,0.15,0.25,0.0,0.0,0.07,0.03,2.0,0.22,1.0,6,0,4,0,1,0,6,0,0,1,8,0,0,0,0,0,6,0
4.11,10,0,2,11,6,18,364,5.94,20.22,44,28,16,3,19,12,23,1,7,17.88,19.5,24.92,23.65,0.43,0.15,0.05,0.23,0.11,0.73,0.06,0.04,0.17,141,0.39,5.23,7.39,0.84,168.91,0.81,0.39,0.53,10.53,2.29,0.13,0.13,0.12,0.08,0.21,0.01,0.06,0.06,0.05,4.0,0.45,0.95,17,9,12,0,4,7,17,17,4,7,3,0,1,1,0,0,6,2
3.31,8,2,0,0,4,13,166,3.69,12.77,19,15,4,4,8,10,10,0,0,10.5,12.68,14.92,12.75,0.4,0.17,0.08,0.2,0.08,0.6,0.07,0.04,0.3,73,0.44,4.01,5.67,0.84,177.02,0.75,0.44,0.77,7.69,1.96,0.15,0.09,0.23,0.11,0.33,0.0,0.12,0.0,0.0,2.25,0.69,0.85,3,1,8,0,1,3,4,0,0,0,3,0,0,0,0,0,5,0
5.07,8,2,3,5,11,15,334,3.2,22.27,34,21,13,8,18,9,10,3,1,17.79,18.77,24.78,23.93,0.48,0.13,0.11,0.46,0.42,0.7,0.11,0.02,0.17,154,0.46,5.96,8.43,0.87,313.06,0.82,0.46,0.84,26.95,3.67,0.2,0.15,0.11,0.12,0.22,0.04,0.09,0.11,0.02,3.25,0.53,0.58,17,2,10,0,4,5,22,10,2,2,3,0,0,0,0,0,7,0
5.62,8,3,5,10,15,13,445,9.08,34.23,45,20,25,9,21,15,31,7,0,27.0,33.03,42.5,34.5,0.47,0.17,0.16,0.74,1.09,0.63,0.14,0.03,0.2,181,0.41,6.07,8.58,0.85,246.19,0.8,0.41,0.78,27.22,3.69,0.17,0.15,0.12,0.09,0.22,0.06,0.09,0.13,0.05,4.0,0.36,0.87,16,8,21,0,14,9,23,6,0,5,6,1,2,3,1,0,6,7
4.57,6,3,2,0,3,7,167,4.43,23.86,13,10,3,3,9,10,12,1,0,18.67,18.73,25.09,25.17,0.44,0.12,0.0,0.0,0.0,0.62,0.1,0.04,0.23,87,0.52,4.76,6.73,0.87,356.91,0.76,0.52,0.83,8.33,2.04,0.14,0.12,0.19,0.11,0.3,0.04,0.2,0.06,0.02,2.25,0.5,0.75,3,1,7,0,4,4,6,6,0,1,1,0,0,0,0,0,6,0
2.71,4,0,2,2,1,14,189,5.64,13.5,16,13,3,2,12,9,13,3,0,10.15,10.71,14.38,13.46,0.46,0.1,0.11,0.32,0.21,0.7,0.08,0.07,0.14,102,0.54,5.25,7.42,0.88,208.86,0.79,0.54,0.89,15.21,2.76,0.2,0.2,0.16,0.06,0.22,0.02,0.05,0.02,0.07,3.25,0.32,0.63,4,1,2,0,10,12,9,5,1,4,1,0,0,0,0,0,5,0
3.53,6,2,1,3,1,15,218,3.93,14.53,15,11,4,9,17,10,11,1,0,14.71,13.83,16.75,17.21,0.37,0.16,0.0,0.0,0.0,0.61,0.06,0.05,0.28,90,0.41,4.31,6.1,0.84,237.77,0.76,0.41,0.82,7.36,1.92,0.11,0.11,0.15,0.05,0.2,0.0,0.31,0.05,0.05,2.5,0.73,0.64,1,0,5,1,2,2,5,1,0,0,4,0,0,1,0,0,6,1
4.57,10,1,7,4,14,23,413,5.35,17.96,43,22,21,12,22,15,26,1,5,15.32,14.54,18.91,20.23,0.46,0.11,0.09,0.41,0.34,0.7,0.11,0.03,0.15,189,0.46,6.58,9.3,0.87,213.17,0.84,0.46,0.7,23.17,3.4,0.17,0.17,0.15,0.08,0.23,0.02,0.1,0.12,0.05,2.5,0.55,0.43,17,3,16,0,4,0,15,0,0,3,6,0,0,0,0,0,6,0
4.5,8,3,1,0,2,8,178,6.88,22.25,12,10,2,2,17,17,10,2,0,20.0,17.9,22.03,23.29,0.34,0.13,0.1,0.22,0.1,0.64,0.04,0.03,0.29,76,0.43,4.03,5.7,0.84,246.83,0.7,0.43,0.8,6.4,1.79,0.13,0.1,0.2,0.03,0.23,0.0,0.16,0.09,0.0,3.5,0.5,0.7,2,0,4,0,3,4,7,9,1,2,0,0,0,0,0,0,6,0
4.57,7,3,3,3,9,14,230,7.5,16.43,27,16,11,6,14,7,17,0,0,13.0,13.71,18.28,17.92,0.5,0.22,0.22,0.88,1.53,0.63,0.12,0.03,0.22,102,0.44,4.76,6.73,0.85,178.31,0.79,0.44,0.75,18.0,3.0,0.21,0.13,0.11,0.07,0.18,0.04,0.11,0.08,0.01,4.25,0.44,0.47,8,6,10,0,6,3,12,6,2,2,2,0,0,0,0,0,5,0
3.95,7,2,4,5,5,21,355,5.24,16.9,36,22,14,6,17,26,22,2,2,14.85,15.06,19.38,19.55,0.44,0.12,0.03,0.12,0.03,0.71,0.11,0.03,0.15,166,0.47,6.23,8.81,0.87,283.99,0.85,0.47,0.84,25.97,3.6,0.2,0.14,0.15,0.11,0.26,0.05,0.11,0.1,0.03,2.25,0.51,0.59,13,3,9,0,5,3,13,15,3,1,1,0,0,0,0,0,7,0
3.83,5,2,2,1,1,12,169,3.67,14.08,16,14,2,5,8,9,9,2,0,11.64,11.8,15.19,15.0,0.41,0.04,0.06,0.17,0.06,0.67,0.07,0.04,0.22,77,0.46,4.19,5.92,0.85,170.69,0.77,0.46,0.67,8.0,2.0,0.17,0.13,0.13,0.06,0.19,0.05,0.14,0.07,0.05,4.25,0.61,0.28,3,2,6,0,1,0,3,0,0,1,0,0,0,0,0,0,5,0
3.27,5,2,2,0,5,11,194,6.73,17.64,15,11,4,5,12,14,4,0,0,16.3,18.65,22.69,19.8,0.28,0.13,0.07,0.19,0.07,0.55,0.03,0.04,0.39,83,0.43,4.21,5.96,0.84,171.65,0.75,0.43,0.86,10.29,2.27,0.22,0.07,0.09,0.09,0.18,0.05,0.19,0.03,0.03,2.5,0.57,0.5,2,2,2,0,2,10,11,5,0,0,2,0,0,0,0,0,6,0
3.36,5,2,1,2,3,11,201,3.45,18.27,17,14,3,3,10,14,12,0,0,13.4,16.23,20.79,17.8,0.35,0.09,0.0,0.0,0.0,0.56,0.07,0.04,0.33,95,0.47,4.74,6.7,0.86,256.49,0.78,0.47,0.79,8.64,2.08,0.16,0.09,0.23,0.07,0.3,0.0,0.15,0.05,0.02,2.75,0.64,0.64,1,2,12,0,3,3,6,0,0,0,5,0,0,0,0,0,6,0
3.91,5,2,2,0,3,11,208,5.27,18.91,17,14,3,4,15,14,12,2,0,15.7,16.65,20.26,19.5,0.4,0.07,0.0,0.0,0.0,0.63,0.05,0.06,0.25,80,0.38,3.92,5.55,0.82,137.39,0.74,0.38,0.65,7.12,1.89,0.13,0.08,0.14,0.06,0.2,0.02,0.26,0.07,0.02,3.0,0.47,0.71,5,0,7,0,7,5,3,1,0,0,0,0,0,1,0,0,6,1
4.93,7,3,6,3,4,14,328,6.93,23.43,24,19,5,6,27,18,18,3,1,17.62,18.0,24.73,23.77,0.44,0.14,0.03,0.12,0.03,0.67,0.13,0.04,0.16,149,0.45,5.82,8.23,0.86,278.82,0.78,0.45,0.72,16.53,2.88,0.16,0.16,0.13,0.08,0.22,0.05,0.08,0.08,0.1,4.0,0.34,0.62,13,7,9,0,4,2,14,7,1,0,4,0,2,2,0,0,7,4
4.5,7,3,7,4,8,20,391,5.05,19.55,35,24,11,21,11,21,29,7,3,14.95,15.01,20.09,19.79,0.49,0.11,0.1,0.45,0.41,0.77,0.07,0.01,0.15,144,0.37,5.15,7.28,0.83,181.43,0.8,0.37,0.72,20.1,3.17,0.15,0.12,0.15,0.04,0.18,0.04,0.03,0.03,0.04,3.25,0.38,0.59,12,4,12,0,6,2,22,15,4,4,2,0,2,1,0,0,6,3
3.92,6,2,1,1,2,13,212,4.0,16.31,19,17,2,7,8,8,6,1,0,14.67,15.19,18.17,17.67,0.33,0.15,0.13,0.37,0.27,0.53,0.05,0.03,0.38,95,0.45,4.61,6.52,0.85,229.11,0.78,0.45,0.8,9.6,2.19,0.17,0.11,0.13,0.15,0.28,0.05,0.11,0.11,0.11,4.75,0.67,0.6,3,1,9,0,0,1,10,5,1,1,5,0,0,0,0,0,6,0
5.45,10,3,2,2,6,11,306,7.91,27.82,29,20,9,7,21,14,16,0,4,23.8,24.87,32.93,32.2,0.42,0.1,0.13,0.52,0.53,0.71,0.11,0.02,0.16,154,0.5,6.23,8.8,0.88,229.51,0.83,0.5,0.87,22.53,3.36,0.2,0.18,0.13,0.07,0.2,0.04,0.05,0.07,0.04,3.25,0.43,0.63,12,6,13,0,2,6,17,9,2,4,6,0,0,3,0,0,6,3
5.62,8,3,8,2,10,16,351,5.75,21.94,30,21,9,15,15,13,24,7,2,16.33,16.16,22.6,23.2,0.51,0.12,0.21,1.02,2.08,0.72,0.13,0.03,0.12,180,0.51,6.79,9.61,0.89,255.95,0.85,0.51,0.88,36.75,4.29,0.23,0.18,0.14,0.08,0.22,0.01,0.02,0.05,0.05,2.75,0.21,0.54,24,7,8,0,9,10,19,0,0,4,5,1,1,0,0,0,7,2
3.9,7,2,1,0,4,10,141,4.1,14.1,16,11,5,4,3,6,8,0,1,13.78,13.63,17.26,17.56,0.51,0.08,0.05,0.16,0.05,0.72,0.09,0.03,0.16,67,0.48,3.99,5.64,0.85,140.27,0.77,0.48,0.47,4.26,1.46,0.12,0.12,0.14,0.07,0.21,0.0,0.09,0.03,0.03,2.5,0.58,0.32,8,1,5,0,0,2,2,1,0,5,2,0,0,0,2,0,4,2
4.56,7,2,1,7,7,16,309,6.0,19.31,37,21,16,6,8,19,11,0,1,18.73,19.7,25.0,23.27,0.45,0.12,0.04,0.21,0.09,0.72,0.1,0.0,0.18,129,0.42,5.19,7.34,0.85,156.59,0.84,0.42,0.6,16.2,2.85,0.19,0.12,0.1,0.06,0.17,0.03,0.07,0.07,0.03,4.0,0.62,0.29,14,4,11,0,3,4,15,13,2,3,4,0,3,1,0,0,6,4
3.86,7,2,2,1,1,14,187,4.5,13.36,15,15,0,0,21,8,18,1,1,10.31,10.11,13.58,13.77,0.46,0.22,0.09,0.21,0.09,0.68,0.1,0.04,0.17,81,0.43,4.19,5.92,0.84,151.65,0.74,0.43,0.82,7.36,1.92,0.1,0.12,0.2,0.09,0.29,0.15,0.03,0.0,0.0,3.5,0.55,0.91,2,1,10,0,3,0,6,0,0,1,2,0,0,0,0,0,6,0
4.19,8,2,4,4,8,16,327,7.44,20.44,31,18,13,17,13,15,20,1,2,17.53,17.59,22.91,23.13,0.46,0.07,0.08,0.34,0.24,0.72,0.09,0.03,0.15,148,0.45,5.79,8.18,0.86,154.3,0.83,0.45,0.71,19.18,3.1,0.18,0.17,0.11,0.06,0.16,0.02,0.05,0.02,0.02,2.0,0.53,0.37,11,3,10,0,7,8,8,11,2,0,2,1,1,2,0,0,6,4
4.64,7,2,6,8,8,22,443,5.05,20.14,39,24,15,8,29,11,22,2,5,15.33,16.1,22.08,21.05,0.47,0.16,0.13,0.63,0.8,0.7,0.12,0.01,0.17,187,0.42,6.28,8.88,0.86,257.11,0.83,0.42,0.73,24.2,3.48,0.16,0.15,0.11,0.09,0.2,0.04,0.1,0.09,0.03,4.0,0.51,0.42,18,3,13,0,1,4,16,13,2,7,4,0,1,0,1,0,6,2
4.6,6,2,0,1,1,10,204,9.8,20.4,16,13,3,4,24,10,17,0,0,16.56,17.6,23.23,22.33,0.42,0.12,0.0,0.0,0.0,0.56,0.11,0.07,0.26,104,0.51,5.15,7.28,0.87,459.36,0.81,0.51,0.73,5.82,1.71,0.09,0.15,0.17,0.1,0.28,0.08,0.02,0.1,0.08,2.5,0.82,0.64,0,1,12,0,1,1,4,1,0,4,0,0,0,0,0,0,6,0
4.14,9,2,1,2,5,14,211,4.14,15.07,24,16,8,8,8,6,9,0,1,14.38,13.71,17.55,17.62,0.5,0.1,0.14,0.53,0.55,0.72,0.05,0.02,0.21,97,0.46,4.72,6.68,0.85,235.87,0.78,0.46,0.62,11.17,2.36,0.17,0.11,0.11,0.14,0.26,0.03,0.03,0.03,0.03,2.5,0.62,0.24,10,0,3,0,2,4,5,9,2,2,3,0,0,0,0,0,6,0
3.07,5,1,0,2,1,15,200,3.87,13.33,13,10,3,2,15,12,9,0,0,12.07,12.24,14.48,14.86,0.35,0.1,0.07,0.18,0.07,0.5,0.04,0.05,0.4,94,0.47,4.7,6.65,0.86,333.6,0.77,0.47,0.67,6.67,1.83,0.14,0.1,0.16,0.07,0.23,0.03,0.21,0.03,0.05,3.0,0.6,0.27,3,2,4,0,1,5,9,2,0,2,5,0,0,1,0,0,6,1
4.09,7,2,2,0,0,11,170,4.82,15.45,11,11,0,6,11,10,9,2,0,13.8,14.32,17.19,16.2,0.36,0.21,0.0,0.0,0.0,0.58,0.05,0.04,0.33,97,0.57,5.26,7.44,0.89,348.7,0.82,0.57,0.83,8.33,2.04,0.16,0.14,0.2,0.1,0.3,0.0,0.19,0.1,0.03,3.0,0.58,0.42,2,0,1,0,4,5,6,0,0,0,5,0,0,0,0,0,6,0
3.94,7,2,4,1,6,16,309,7.12,19.31,27,21,6,11,17,15,17,4,0,16.67,15.94,20.71,21.53,0.47,0.05,0.06,0.25,0.13,0.74,0.11,0.02,0.13,133,0.43,5.35,7.57,0.85,179.1,0.81,0.43,0.77,18.58,3.05,0.17,0.12,0.12,0.11,0.24,0.0,0.04,0.01,0.05,4.25,0.26,0.71,11,2,7,0,11,5,15,9,1,1,1,0,0,0,0,0,6,0
6.0,9,4,2,1,1,7,189,5.57,27.0,13,11,2,1,16,12,17,1,1,23.67,21.42,28.22,31.0,0.44,0.13,0.0,0.0,0.0,0.74,0.07,0.1,0.1,92,0.49,4.73,6.69,0.86,166.77,0.83,0.49,0.75,6.75,1.84,0.11,0.11,0.2,0.11,0.31,0.1,0.0,0.1,0.0,3.5,0.42,0.67,3,0,10,0,4,0,8,3,1,0,2,1,0,1,0,0,6,2
6.08,13,3,6,8,16,13,395,6.08,30.38,41,16,25,10,12,17,24,4,4,28.42,30.76,38.95,36.42,0.5,0.14,0.19,0.96,1.85,0.7,0.1,0.01,0.18,170,0.43,6.05,8.55,0.86,185.34,0.84,0.43,0.72,28.17,3.75,0.2,0.13,0.12,0.09,0.21,0.03,0.11,0.12,0.01,4.5,0.43,0.39,14,8,12,0,9,8,14,11,4,5,8,0,1,4,0,0,6,5
3.5,7,2,6,1,1,16,236,4.69,14.75,18,16,2,10,11,13,14,5,0,12.4,14.22,17.34,15.07,0.39,0.11,0.1,0.31,0.19,0.54,0.13,0.06,0.28,119,0.5,5.48,7.75,0.87,464.32,0.81,0.5,0.9,17.19,2.93,0.2,0.11,0.24,0.08,0.31,0.02,0.12,0.07,0.07,3.75,0.48,0.43,2,0,7,0,10,7,10,0,0,0,2,0,0,2,0,0,6,2
6.43,9,4,10,0,3,7,214,14.86,30.57,13,10,3,10,19,12,13,9,1,27.33,23.95,31.69,35.5,0.46,0.13,0.05,0.16,0.05,0.58,0.16,0.07,0.19,90,0.42,4.35,6.15,0.84,212.45,0.75,0.42,0.58,6.37,1.78,0.11,0.13,0.09,0.11,0.2,0.03,0.0,0.03,0.05,3.75,0.32,0.42,2,0,4,0,12,6,16,5,0,0,1,1,0,0,0,0,6,1
4.35,11,2,6,2,5,17,298,4.12,17.53,37,26,11,8,13,13,16,2,4,13.94,15.27,20.22,18.06,0.44,0.06,0.0,0.0,0.0,0.79,0.1,0.01,0.09,139,0.47,5.69,8.05,0.87,223.49,0.84,0.47,0.88,24.5,3.5,0.21,0.13,0.14,0.1,0.23,0.02,0.0,0.08,0.05,3.0,0.5,0.78,17,1,13,0,2,9,14,12,1,4,0,0,0,1,0,0,6,1
4.9,7,4,1,1,3,10,233,8.4,23.3,17,12,5,1,28,9,18,0,1,14.56,14.03,23.3,22.89,0.48,0.08,0.0,0.0,0.0,0.66,0.13,0.06,0.15,113,0.48,5.23,7.4,0.87,371.83,0.77,0.48,0.75,11.25,2.37,0.13,0.2,0.14,0.06,0.21,0.06,0.1,0.06,0.07,5.0,0.3,0.55,9,0,5,0,5,6,13,5,0,1,2,0,1,0,0,0,6,1
3.59,5,2,8,2,3,17,242,4.76,14.24,23,18,5,2,8,13,15,8,0,12.19,12.44,15.43,14.5,0.38,0.3,0.17,0.58,0.67,0.56,0.07,0.03,0.34,118,0.49,5.36,7.59,0.87,548.42,0.78,0.49,0.79,15.04,2.74,0.21,0.08,0.22,0.08,0.29,0.02,0.04,0.1,0.02,4.5,0.5,0.58,3,1,13,0,10,0,6,4,1,2,7,1,0,0,0,0,6,1
4.23,7,2,2,2,3,13,309,6.31,23.77,23,19,4,6,27,25,14,1,0,20.25,21.82,27.22,25.33,0.34,0.37,0.21,0.72,1.04,0.45,0.08,0.05,0.42,87,0.28,3.5,4.95,0.78,202.6,0.71,0.28,0.83,16.67,2.89,0.19,0.04,0.08,0.08,0.15,0.07,0.04,0.02,0.02,5.25,0.46,0.67,6,3,3,0,8,15,12,2,0,0,4,1,0,0,0,0,6,1
6.09,9,3,6,7,6,11,306,3.45,27.82,26,13,13,14,8,16,15,3,1,23.1,23.3,30.85,30.6,0.46,0.16,0.11,0.46,0.42,0.7,0.15,0.04,0.11,147,0.48,5.94,8.4,0.87,317.37,0.84,0.48,0.76,22.13,3.33,0.21,0.13,0.16,0.11,0.28,0.04,0.06,0.1,0.05,5.0,0.21,0.61,20,5,11,0,8,2,17,5,0,4,4,0,0,3,0,0,7,3
4.0,6,3,10,0,4,10,217,9.7,21.7,18,13,5,2,11,13,15,8,0,17.44,16.02,19.72,21.11,0.4,0.14,0.06,0.18,0.06,0.59,0.06,0.06,0.29,87,0.4,4.18,5.91,0.83,299.05,0.73,0.4,0.56,5.06,1.59,0.1,0.1,0.13,0.08,0.21,0.02,0.04,0.04,0.0,2.25,0.31,0.81,1,0,11,0,10,0,7,2,0,0,1,0,0,0,0,0,6,0
4.75,9,2,5,0,1,8,177,4.5,22.12,14,13,1,7,16,10,9,3,0,20.71,19.57,23.37,26.0,0.46,0.11,0.07,0.19,0.07,0.58,0.11,0.06,0.25,81,0.46,4.31,6.09,0.85,165.89,0.8,0.46,0.64,5.79,1.7,0.11,0.13,0.11,0.11,0.22,0.07,0.05,0.05,0.09,2.5,0.5,0.57,2,0,5,0,6,2,11,3,0,0,0,0,0,0,0,0,6,0
4.6,10,2,4,8,12,20,391,3.95,19.55,47,24,23,8,10,22,26,2,3,16.95,16.73,22.1,22.63,0.46,0.11,0.11,0.52,0.53,0.68,0.11,0.04,0.17,181,0.46,6.47,9.15,0.87,217.04,0.85,0.46,0.72,24.6,3.51,0.19,0.14,0.18,0.1,0.28,0.05,0.13,0.1,0.04,3.75,0.43,0.66,22,6,18,0,3,6,8,7,1,5,5,0,0,1,0,0,6,1
4.29,7,0,4,1,3,14,272,3.43,19.43,22,21,1,11,16,10,17,0,4,19.15,18.64,22.64,23.69,0.44,0.12,0.07,0.27,0.15,0.65,0.12,0.02,0.21,124,0.46,5.32,7.52,0.86,273.38,0.84,0.46,0.7,13.37,2.59,0.16,0.14,0.13,0.07,0.2,0.02,0.09,0.15,0.09,0.5,0.44,0.44,14,3,4,0,0,1,7,7,1,2,6,0,0,1,0,2,6,1
4.43,7,2,7,2,3,14,223,6.07,15.93,18,14,4,6,13,13,15,6,0,13.0,12.55,16.43,17.08,0.42,0.16,0.08,0.29,0.17,0.58,0.1,0.05,0.27,97,0.43,4.59,6.5,0.85,179.43,0.79,0.43,0.42,4.17,1.44,0.11,0.11,0.13,0.05,0.18,0.02,0.05,0.03,0.02,2.75,0.46,0.38,3,0,7,0,12,2,6,5,0,1,2,0,0,0,0,0,6,0
4.75,8,2,9,4,5,12,258,5.75,21.5,23,13,10,5,22,10,21,8,0,17.82,17.53,22.87,23.09,0.48,0.19,0.14,0.45,0.41,0.6,0.1,0.05,0.24,88,0.34,3.87,5.48,0.81,170.2,0.74,0.34,0.55,6.55,1.81,0.1,0.09,0.12,0.04,0.16,0.0,0.12,0.02,0.0,3.0,0.32,0.86,4,1,13,0,13,0,6,1,0,0,2,1,0,0,0,0,7,1
6.0,10,3,4,0,2,6,147,6.67,24.5,8,6,2,4,21,9,8,3,0,19.8,18.7,26.88,26.2,0.43,0.11,0.0,0.0,0.0,0.61,0.11,0.03,0.25,67,0.46,3.91,5.53,0.84,304.88,0.71,0.46,0.78,5.44,1.65,0.11,0.14,0.13,0.06,0.19,0.0,0.11,0.03,0.03,2.0,0.44,0.56,1,0,3,0,5,3,4,4,0,0,0,0,0,0,0,0,6,0
5.15,9,2,5,4,10,13,297,4.69,22.85,26,15,11,9,10,19,20,0,3,21.0,20.25,26.71,27.0,0.54,0.1,0.08,0.34,0.22,0.77,0.09,0.04,0.1,151,0.51,6.2,8.76,0.88,223.52,0.85,0.51,0.75,22.5,3.35,0.19,0.15,0.12,0.14,0.26,0.14,0.09,0.03,0.04,4.25,0.42,0.22,16,6,13,0,1,4,17,6,3,3,4,0,0,1,0,0,6,1
4.92,7,3,8,2,9,12,304,5.83,25.33,20,12,8,7,8,18,29,4,4,24.64,23.99,31.22,31.09,0.53,0.1,0.1,0.39,0.3,0.68,0.11,0.07,0.14,167,0.55,6.77,9.58,0.9,243.09,0.88,0.55,0.77,17.63,2.97,0.14,0.16,0.2,0.12,0.33,0.05,0.06,0.08,0.11,5.25,0.33,0.53,9,8,8,0,5,2,21,7,1,3,2,0,0,0,0,0,8,0
4.0,6,2,2,1,0,11,192,5.09,17.45,13,13,0,8,19,9,9,0,2,14.6,13.86,17.1,18.4,0.35,0.15,0.08,0.2,0.08,0.53,0.14,0.08,0.26,73,0.38,3.73,5.27,0.82,201.03,0.71,0.38,0.58,4.08,1.43,0.1,0.07,0.16,0.06,0.22,0.0,0.06,0.09,0.0,1.5,0.5,0.58,4,1,8,0,1,0,3,0,0,1,7,0,0,2,0,0,5,2
5.0,8,3,5,1,7,11,236,6.55,21.45,23,13,10,9,10,12,14,2,2,17.8,16.95,23.14,23.3,0.53,0.1,0.07,0.27,0.14,0.69,0.09,0.07,0.15,125,0.53,5.75,8.14,0.88,254.32,0.84,0.53,0.82,18.89,3.07,0.18,0.14,0.13,0.12,0.25,0.04,0.18,0.09,0.02,3.25,0.43,0.39,10,4,8,0,0,1,8,2,0,4,1,1,0,1,0,0,6,2
4.89,15,1,6,6,12,18,405,5.11,22.5,38,17,21,6,8,22,10,4,5,19.65,25.76,31.54,24.88,0.46,0.11,0.11,0.57,0.64,0.73,0.11,0.03,0.13,170,0.42,5.97,8.45,0.86,167.46,0.85,0.42,0.71,28.57,3.78,0.22,0.13,0.06,0.12,0.18,0.11,0.0,0.04,0.02,5.0,0.3,0.38,21,8,9,0,6,11,26,2,2,5,5,1,0,0,1,0,6,2
4.14,5,2,7,5,2,14,231,3.21,16.5,14,6,8,8,4,13,12,9,1,13.15,14.77,18.15,16.92,0.45,0.22,0.1,0.31,0.19,0.49,0.11,0.05,0.35,102,0.44,4.75,6.71,0.85,252.97,0.78,0.44,0.62,8.05,2.01,0.12,0.1,0.13,0.12,0.26,0.0,0.02,0.05,0.0,3.0,0.24,0.43,5,1,2,0,9,1,10,0,0,0,1,0,0,2,0,0,6,2
5.83,7,4,7,3,2,6,221,14.67,36.83,14,9,5,6,20,8,7,6,0,25.6,31.58,41.42,34.4,0.38,0.12,0.23,0.59,0.69,0.57,0.1,0.04,0.3,90,0.41,4.28,6.05,0.83,617.52,0.72,0.41,0.77,7.69,1.96,0.12,0.11,0.08,0.14,0.23,0.04,0.05,0.09,0.0,3.5,0.23,0.85,2,2,0,0,6,11,10,2,0,0,1,0,0,0,0,0,6,0
3.55,8,1,2,2,2,20,297,4.75,14.85,33,29,4,6,9,12,18,0,2,12.63,12.26,16.11,16.05,0.43,0.07,0.08,0.28,0.15,0.75,0.13,0.08,0.03,103,0.35,4.23,5.98,0.81,126.89,0.78,0.35,0.58,8.65,2.08,0.12,0.09,0.13,0.05,0.19,0.04,0.04,0.0,0.12,2.75,0.31,1.15,18,3,10,0,2,1,16,7,1,8,2,0,1,0,0,0,5,1
5.29,9,2,4,4,9,14,311,5.14,22.21,35,23,12,7,9,14,28,4,0,18.0,18.15,24.49,24.0,0.49,0.16,0.18,0.67,0.89,0.7,0.11,0.04,0.15,141,0.45,5.65,8.0,0.86,242.25,0.83,0.45,0.75,15.75,2.81,0.14,0.14,0.21,0.05,0.26,0.08,0.13,0.09,0.08,4.75,0.39,1.04,15,3,9,0,3,12,10,5,1,2,4,0,0,1,0,0,6,1
4.11,8,1,1,2,6,18,308,4.11,17.11,36,26,10,11,9,15,11,1,0,17.0,16.99,20.75,21.12,0.46,0.11,0.05,0.22,0.1,0.81,0.06,0.01,0.12,126,0.41,5.08,7.18,0.84,158.76,0.82,0.41,0.62,15.62,2.8,0.18,0.12,0.07,0.11,0.18,0.06,0.04,0.02,0.08,3.5,0.62,0.35,13,3,13,0,2,2,7,8,1,5,3,0,0,0,0,0,6,0
4.36,7,3,5,3,2,11,230,7.09,20.91,18,13,5,5,14,9,14,9,0,15.4,15.53,19.59,20.1,0.44,0.17,0.07,0.18,0.07,0.53,0.07,0.06,0.34,84,0.37,3.92,5.54,0.81,245.27,0.74,0.37,0.33,1.67,0.91,0.05,0.11,0.12,0.09,0.21,0.02,0.03,0.02,0.07,1.75,0.2,1.0,0,0,2,0,12,7,18,0,0,0,2,0,0,0,1,0,6,1
5.75,12,3,3,8,4,12,293,6.42,24.42,30,17,13,7,16,14,7,2,2,20.0,18.54,25.26,26.36,0.44,0.12,0.0,0.0,0.0,0.72,0.08,0.02,0.18,117,0.4,4.83,6.84,0.84,176.93,0.78,0.4,0.72,16.53,2.88,0.18,0.13,0.06,0.11,0.17,0.08,0.05,0.03,0.09,5.5,0.41,0.62,14,4,6,0,4,4,9,18,4,4,1,0,1,1,0,0,7,2
